<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,0,<,=,(,x,-,r,),),&,&,(,(,x,+,r,),<,=,W,),&,&,(,0,<,=,(,y,-,r,),),&,&,(,(,y,+,r,),<,=,H,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,int,argc,",",const,char,*,argv,[,],),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,y,-,r,>,=,0,&,&,x,+,r,<,=,W,&,&,y,+,r,<,=,H,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,;,int,H,;,int,x,;,int,y,;,int,r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,<,0,),{,printf,(,"""",N,o,"""",),;,},else,if,(,y,+,r,>,H,),{,printf,(,"""",N,o,"""",),;,},else,if,(,x,+,r,>,W,),{,printf,(,"""",N,o,"""",),;,},else,if,(,y,-,r,<,0,),{,printf,(,"""",N,o,"""",),;,},else,{,printf,(,"""",Y,e,s,"""",),;,},printf,(,"""",\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,x,+,r,<,=,W,&,&,y,-,r,>,=,0,&,&,y,+,r,<,=,H,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,W,&,&,x,-,r,>,=,0,&,&,y,+,r,<,=,H,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,<,0,),|,|,(,x,+,r,>,w,),),{,printf,(,"""",N,o,\,n,"""",),;,},else,if,(,(,y,-,r,<,0,),|,|,(,y,+,r,>,h,),),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,>,=,r,&,&,x,<,=,W,-,r,&,&,y,>,=,r,&,&,y,<,=,H,-,r,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,iw,",",ih,",",ix,",",iy,",",ir,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,\,n,"""",",",&,iw,",",&,ih,",",&,ix,",",&,iy,",",&,ir,),;,if,(,(,0,<,=,ix,-,ir,),&,&,(,ix,+,ir,<,=,iw,),&,&,(,0,<,=,iy,-,ir,),&,&,(,iy,+,ir,<,=,ih,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,0,<,=,x,-,r,&,&,x,+,r,<,=,w,&,&,0,<,=,y,-,r,&,&,y,+,r,<,=,h,),{,puts,(,"""",Y,e,s,"""",),;,},else,{,puts,(,"""",N,o,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,W,>,=,x,+,r,&,&,H,>,=,y,+,r,&,&,x,-,r,>,=,0,&,&,y,-,r,>,=,0,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,"""",s,t,d,i,o,.,h,"""",int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,r,<,=,x,&,&,r,<,=,y,&,&,x,+,r,<,=,W,&,&,y,+,r,<,=,H,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,printf,(,"""",%,s,\,n,"""",",",(,(,w,-,r,),>,=,x,),&,&,(,(,x,-,r,),>,=,0,),&,&,(,(,h,-,r,),>,=,y,),&,&,(,(,y,-,r,),>,=,0,),?,"""",Y,e,s,"""",:,"""",N,o,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,>,=,r,),&,&,(,x,+,r,<,=,w,),&,&,(,y,>,=,r,),&,&,(,y,+,r,<,=,h,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,width,",",height,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,width,",",&,height,",",&,x,",",&,y,",",&,r,),;,if,(,x,>,=,r,&,&,y,>,=,r,&,&,x,+,r,<,=,width,&,&,y,+,r,<,=,height,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,w,=,0,",",h,=,0,",",x,=,0,",",y,=,0,",",r,=,0,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,),<,0,|,|,(,x,+,r,),>,w,|,|,(,y,-,r,),<,0,|,|,(,y,+,r,),>,h,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,>,=,0,),&,&,(,y,-,r,>,=,0,),&,&,(,x,+,r,<,=,W,),&,&,(,y,+,r,<,=,H,),),{,puts,(,"""",Y,e,s,"""",),;,},else,{,puts,(,"""",N,o,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,<,0,|,|,y,-,r,<,0,|,|,x,+,r,>,W,|,|,y,+,r,>,H,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,0,<,=,x,-,r,&,&,x,+,r,<,=,w,&,&,0,<,=,y,-,r,&,&,y,+,r,<,=,h,),puts,(,"""",Y,e,s,"""",),;,else,puts,(,"""",N,o,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,<,0,|,|,x,+,r,>,W,),{,printf,(,"""",N,o,\,n,"""",),;,},else,if,(,y,-,r,<,0,|,|,y,+,r,>,H,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,int,temp,;,scanf,(,"""",%,d,"""",",",&,W,),;,scanf,(,"""",%,d,"""",",",&,H,),;,scanf,(,"""",%,d,"""",",",&,x,),;,scanf,(,"""",%,d,"""",",",&,y,),;,scanf,(,"""",%,d,"""",",",&,r,),;,if,(,x,-,r,>,=,0,&,&,x,+,r,<,=,W,&,&,y,-,r,>,=,0,&,&,y,+,r,<,=,H,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,(,0,),;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,>,W,|,|,x,-,r,<,0,|,|,y,+,r,>,H,|,|,y,-,r,<,0,),{,puts,(,"""",N,o,"""",),;,},else,{,puts,(,"""",Y,e,s,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,W,&,&,y,+,r,<,=,H,&,&,x,-,r,>,=,0,&,&,y,-,r,>,=,0,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,a,",",b,",",c,",",d,",",e,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,a,",",&,b,",",&,c,",",&,d,",",&,e,),;,if,(,e,<,=,c,&,&,a,-,e,>,=,c,&,&,e,<,=,d,&,&,b,-,e,>,=,d,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,W,&,&,y,+,r,<,=,H,&,&,r,<,=,x,&,&,r,<,=,y,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,w,&,&,x,-,r,>,=,0,&,&,y,+,r,<,=,h,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,<,0,|,|,W,<,x,+,r,),printf,(,"""",N,o,\,n,"""",),;,else,if,(,y,-,r,<,0,|,|,H,<,y,+,r,),printf,(,"""",N,o,\,n,"""",),;,else,printf,(,"""",Y,e,s,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,#,include,<,s,t,r,i,n,g,.,h,>,#,include,<,s,t,d,l,i,b,.,h,>,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,x,<,=,w,-,r,&,&,x,>,=,r,&,&,r,<,=,y,&,&,y,<,=,h,-,r,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,r,+,x,>,W,|,|,r,+,y,>,H,|,|,x,-,r,<,0,|,|,y,-,r,<,0,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,#,include,<,s,t,d,l,i,b,.,h,>,int,main,(,void,),{,int,W,=,0,",",H,=,0,",",x,=,0,",",y,=,0,",",r,=,0,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,W,&,&,x,-,r,>,=,0,&,&,y,+,r,<,=,H,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,E,X,I,T,_,S,U,C,C,E,S,S,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,w,&,&,x,-,r,>,=,0,&,&,y,+,r,<,=,h,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,>,=,0,),&,&,(,y,-,r,>,=,0,),&,&,(,x,+,r,<,=,W,),&,&,(,y,+,r,<,=,H,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,<,0,|,|,y,-,r,<,0,|,|,x,+,r,>,w,|,|,y,+,r,>,h,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,<,0,|,|,x,+,r,>,W,),|,|,(,y,-,r,<,0,|,|,y,+,r,>,H,),),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),;,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,),<,0,|,|,(,y,-,r,),<,0,|,|,(,x,+,r,),>,w,|,|,(,y,+,r,),>,h,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,(,0,),;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,<,0,),goto,N,O,;,if,(,x,+,r,>,W,),goto,N,O,;,if,(,y,-,r,<,0,),goto,N,O,;,if,(,y,+,r,>,H,),goto,N,O,;,printf,(,"""",Y,e,s,\,n,"""",),;,return,0,;,N,O,:,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,<,0,),|,|,(,W,<,x,+,r,),),{,printf,(,"""",N,o,\,n,"""",),;,},else,if,(,(,y,-,r,<,0,),|,|,(,H,<,y,+,r,),),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,(,0,<,=,(,x,-,r,),),&,&,(,(,x,+,r,),<,=,w,),&,&,(,0,<,=,(,y,-,r,),),&,&,(,(,y,+,r,),<,=,h,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,r,<,=,x,&,&,x,<,=,W,-,r,&,&,r,<,=,y,&,&,y,<,=,H,-,r,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,(,0,<,=,(,x,-,r,),),&,&,(,(,x,+,r,),<,=,w,),&,&,(,0,<,=,(,y,-,r,),),&,&,(,(,y,+,r,),<,=,h,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,y,-,r,),>,=,0,&,&,(,y,+,r,),<,=,H,&,&,(,x,-,r,),>,=,0,&,&,(,x,+,r,),<,=,W,),puts,(,"""",Y,e,s,"""",),;,else,puts,(,"""",N,o,"""",),;,return,(,0,),;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,weight,",",height,",",circle_x,",",circle_y,",",radius,;,int,up_range,",",down_range,",",right_range,",",left_range,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,weight,",",&,height,",",&,circle_x,",",&,circle_y,",",&,radius,),;,up_range,=,circle_y,+,radius,;,down_range,=,circle_y,-,radius,;,right_range,=,circle_x,+,radius,;,left_range,=,circle_x,-,radius,;,if,(,up_range,>,height,|,|,down_range,<,0,|,|,right_range,>,weight,|,|,left_range,<,0,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
